GENE	SCORE
(Glc)3(GlcNAc)2(Man)9-CTSC	0.034653465346534656
(Glc)3(GlcNAc)2(Man)9-CTSZ	0.034653465346534656
(Glc)3(GlcNAc)2(Man)9-SERPINA1	0.034653465346534656
10xCbxE-F2(25-622)	0.019801980198019802
10xCbxE-F2(44-622)	0.024752475247524754
10xCbxE-F7(21-466)	0.019801980198019802
10xFucT-4xFucS-NOTCH3(40-2321)	0.01485148514851485
11xCbxE-3D-F10(32-179)	0.019801980198019802
11xCbxE-3D-F10(41-179)	0.034653465346534656
11xCbxE-GAS6(31-678)	0.019801980198019802
11xCbxE-GAS6(39-678)	0.0297029702970297
11xCbxE-PROS1	0.04455445544554455
11xCbxE-PROS1(25-676)	0.019801980198019802
12xCbxE-3D-F9(29-461)	0.019801980198019802
12xCbxE-3D-F9(47-461)	0.034653465346534656
12xCbxE-3D-HC-C178-F9(47-191)	0.01485148514851485
12xFucT-11xGlcS-6xFucS-NOTCH4(24-1336)	0.01485148514851485
12xFucT-6xFucS-NOTCH4(24-2003)	0.01485148514851485
12xFucT-8xGlcS-6xFucS-NOTCH4(24-1336)	0.01485148514851485
12xFucT-8xGlcS-6xFucS-NOTCH4(24-2003)	0.0297029702970297
13xCbxE-PROZ	0.019801980198019802
13xCbxE-PROZ(24-400)	0.019801980198019802
14xGlcS-10xFucT-4xFucS-NOTCH3(40-1571)	0.01485148514851485
14xGlcS-10xFucT-4xFucS-NOTCH3(40-2321)	0.0297029702970297
16S	0.0297029702970297
17xFucT-14xGlcS-2xFucS-NOTCH1(19-1664)	0.01485148514851485
17xFucT-14xGlcS-2xFucS-NOTCH1(19-2555)	0.0297029702970297
17xFucT-2xFucS-NOTCH1(19-2555)	0.01485148514851485
18xFucT-16xGlcS-FucS-NOTCH2(26-1581)	0.01485148514851485
18xFucT-16xGlcS-FucS-NOTCH2(26-2471)	0.0297029702970297
18xFucT-FucS-NOTCH2(26-2471)	0.01485148514851485
19xFucT-14xGlcS-2xFucS-NOTCH1(19-2555)	0.01485148514851485
19xFucT-16xGlcS-2xFucS-NOTCH1(19-1664)	0.034653465346534656
2-Methylbutyryl-lipoH2-K105-DBT	0.024752475247524754
2p-GLI1	0.019801980198019802
2p-GLI2	0.09405940594059406
2p-GLI3	0.019801980198019802
2xADPRib-p-S423,S425-SMAD3	0.07425742574257425
2xAcK-H3F3A	0.024752475247524754
2xAcK-HIST1H3A	0.024752475247524754
2xAcK-HIST2H3A	0.024752475247524754
2xHC-CHCHD2	0.01485148514851485
2xHC-DHH(23-396)	0.019801980198019802
2xHC-IHH(28-411)	0.019801980198019802
2xHC-INS(25-54)	0.1485148514851485
2xHC-INS(25-56)	0.009900990099009901
2xHC-Myri-INS(25-53)	0.009900990099009901
2xHC-SHH(24-462)	0.019801980198019802
2xHC-SOD1	0.024752475247524754
2xHC-TXN	0.12871287128712872
2xHC-TXN2	0.034653465346534656
2xHP-EPAS1	0.039603960396039604
2xHP-HIF1A	0.039603960396039604
2xMe-SNRPB	0.039603960396039604
2xMe-SNRPD1	0.04455445544554455
2xMe-SNRPD3	0.04455445544554455
2xMyri-IL1A	0.034653465346534656
2xN4GlycoAsn-LY96	0.08415841584158416
2xN4GlycoAsn-TLR4	0.10396039603960396
2xPalmC-MyrG-NOS3	0.039603960396039604
2xPalmC-MyrG-p-S1177,S1179-NOS3	0.009900990099009901
2xPalmC-MyrG-p-S1177-NOS3	0.06435643564356436
2xPalmC-MyrG-p-S633-NOS3	0.009900990099009901
3,4-Hyp	0.0891089108910891
3,4-hydroxyprolyl	0.0891089108910891
3,4-hydroxyprolyl-collagen	0.0594059405940594
3D-F10(32-179)	0.019801980198019802
3D-PROC(33-197)	0.019801980198019802
3Hyp-4Hyp-5Hyl-COL6A5	0.0594059405940594
3Hyp-4Hyp-5Hyl-COL6A6	0.0594059405940594
3Hyp-4Hyp-COL6A5	0.0594059405940594
3Hyp-4Hyp-COL6A6	0.0594059405940594
3Hyp-4Hyp-GalHyl-COL6A5	0.0594059405940594
3Hyp-4Hyp-GalHyl-COL6A6	0.0594059405940594
3Hyp-4Hyp-GlcGalHyl-COL6A5	0.0594059405940594
3Hyp-4Hyp-GlcGalHyl-COL6A6	0.0594059405940594
3OHD110-F9(29-461)	0.0297029702970297
3OHH216-RPL8	0.019801980198019802
3OHH39-RPL27A	0.019801980198019802
